id,number,title,artist,album,year,language
3678,10,el viaje astral - aplasta tus gafas de pasta,autofans,,'07,spanish
9395,10,autofans - el viaje astral,,aplasta tus gafas de pasta,07,spanish
10215,10,el viaje astral,autofans,aplasta tus gafas de pasta,2007,spanish
17837,010,null,uatofans,aplasta tus gafas de pasta,2007,
1277,12,012-chapter 13: confessions 3,stephenie meyer,twilight (unknown),null,eng.
2963,12,stepheniee meyer - chapter 13: confessions 3,,twilight,,english
4970,12,chapter 13: confessions 3 - twilight,stephenie meyer,,,english
6002,012,chapter 13: confessions 3 ( twilight),stephenie meyer,twilight,,
8865,12,chapter 13: confessions 3,stephenie meyer,twilight,,english
1613,015,"du musst jetzt sehr stark sein (ro kallis, rodysee 2001 ep) (2011 von hinten best of mixtape)",ro kallis,2011 von hinten best of mixtape,2012,
5372,15,"du musst jetzt sehr stark sein (ro kallis, rodysee 2001 ep)",ro kallis,2011 von hinten best of mixtape,2012,german
1085,2,trolls lurking beer - mighty tavern,zrymgoll,,,english
4335,2,zrymgoll - trolls lurking beer,,mighty tavern,,english
11124,2,trolls lurking beer,zrymgoll,mighty tavern (unknown),null,eng.
13009,002,trolls lurking beer (mighty tavern),zrymgoll,mighty tavern,,
14430,2,trolls lurking beer,zrymgoll,mighty tavern,,english
12741,4,waterfront - sparkle in the rain,simple minds,,'84,english
14285,4,004-waterfront,simple minds,sparkle in the rain (1984),null,eng.
1199,5,ring of fire - san quentin & other hits,johnny cash,,,english
5058,5,ring of fire,johnny cash,san quentin & other hits,,english
12386,5,005-ring of fire,johnny cash,san quentin & other hits (unknown),null,eng.
14146,014,battle #4 (saga frontier),yi teng xian zhi,saga frontier,1997,
18856,14,yi teng xian zhi  - battle #44,,saga frontier,97,english
4580,003,magoo (daytrotte rsession),blakes,daytrotter session,2008,
7964,3,magoo,the blakes,daytrotter session,2008,english
11802,3,the blakes - magoo,,daytroter session,08,english
16639,3,magoo - daytrotter session,blakes,,'08,entglish
18580,3,003-magoo,the blakes,daytrotter session (2008),null,eng.
16196,9,009-night & day,mel torme,de-lovely cole porter (2004),null,eng.
18099,9,night & day,mel torme,de-lovely cole porter,2004,english
362,2,mikelote & pipa -- gusanos,,beat cunnilinguistas,11,spanish
7575,2,gusanos - beat cunnilinguistas,mikelote & pipa,,'11,spanish
308,6,006-saratoga,nina simone,nina's back (unknown),null,eng.
12602,6,nina simone - saratoga,,nina's back,,english
15421,6,saratoga - nina's back,nina simonee,,,engllish
7121,12,i believe - dolce vita 2: lo mejor del italo-dance,miko mission,,'98,english
14753,12,miko mission - i believe,,dolce vita 2: lo mejor del italo-dance,98,english
8065,011,we neverr fight or disagree (gravity gets things done.),pale,gravity gets things done.,2004,
8302,11,the pale - we never fight or disagree,,gravity gets things done.,04,english
17874,11,we never fight or disagree,the pale,gravity gets things done.,2004,english
15166,14,variations of matter - cervix state sequences,biopsy,,,
19216,14,biopsy - variations of matter,,cervix state sequences,,null
5242,22,christopher t. mclernon & ricky g. sanders - thunder bucket,,volume 24: crunchy punchy 2,,english
14109,022,thunnder bucket (volume 24: crunchy punchy 2),n.a.,volume 24: crunchy punchy 2,,
7979,15,"""lomberg!""",john frizzell,office space,,english
11055,15,"""lomberg!"" - office space",j ohn frizzell,,,english
14748,015,"""lomberg!"" (office space)",john frizzell,office space,,
18787,15,"015-""lomberg!""",john frizzell,office space j(unknown),null,eng.
8657,4,myrskypilvet ii: selvittely / vuodatus - tervemenoa utonelaan!,heavy metal perse,,'05,finnish
12777,4,heavy metal perse - myrskypilvet ii: selvittely / vuodatus,,tervemenoa tuonelaan!,05,finnish
5750,6,006-calle eclipse,leo sujatovich,la antena (unknown),null,spa.
13823,6,calle eclipse - la antena,leo sujatovich,,,spanish
15293,6,leo sujatovich - calle eclipse,,la antena,,spanish
2316,2,002-,pizzicato five,a message song (1996),null,jap.
11460,002,yin chiyannorabureta (a message song),pizzicato five,a message song,1996,
12703,2,yin chiyannorabureta,pizzicato five,a message song,1996,japanese
16227,2,pizzicato five - yin chiyannorabureta,,a message song,96,japanese
8856,7,the carter family - john hardy was a desperate little man,,wildwood flower,,english
18172,007,john hardy was a desperate little man (wildwood flower),carter family,wildwood flower,,
7490,1,001-if i had me aa woman,mac curtis,rockabilly uprising: the best of mac curtis (1997),null,eng.
8245,1,if i had me a woman - rockabilly uprising: the best of mac curtis,mac curtis,,'97,english
12094,1,mac curtis - if i had me a woman,,rockabilly uprising: the best of mac curtis,97,english
4549,2,depeche mode - shine,,exciter,01,english
9420,002,shine (exciter),depeche mode,exciter,2001,
102,6,uros rakovec trio - tako lepo bo,,poganjki,09,null
15662,6,tako lepo bo - poganjki,uros rakovec trio,,'09,
16873,7,tako lepo bo (poganjki),uros rakovec trio,poganjki,2009,
2178,003,mazliet parunat (tu izliecies par sevi),detlef,tu izliecies par sevi,2004,
8882,3,003-mazliet parunat,detlef,tu izliecies par sevi (2004),null,unknown
16058,3,maziet parunat,detlef,tu izliecies par sevi,2004,[multiple languages]
6812,b2,"c'mon and get my love (spaghetti western mix) - a little bit of this, a little bit of that",d mob feat. cathy dennis,,'90,english
14422,b2,d mob feat. cathy dennis - c'mon and get my love (spaghetti western mix),,"a little bit of this, a little bit of that",90,english
1312,4,mein heib,leiendecker bloas,gammer,1998,german
2868,004,leiendecker bloas,mein heib (gammer),gammer,1998,
11626,4,leiendecker bloas - mein heib,,gammeer,98,german
1855,12,the hunter - the essential,clannad,,'12,english
2938,012,the hunter (the essential),clannad,the essential,2012,
5503,12,clannad - the hunter,,the essential,12,english
12497,12,the hunter,clannad,the essential,2012,english
15040,12,012-the hunter,clmannad,the essential (2012),null,eng.
4165,8,crystal waters - makin' happy (hurley s happy house mix 7),,the dance collection,03,english
8131,008,makin' happy (hurley s happy house mix 7) (the dance collection),crystal waters,the dance collection,2003,
7857,005,slender skin (gatonieve),gatonieve,gatonieve,,
8274,5,gatonieve - slender skin,,gatonieve,,english
15411,005,rush (jake mathews),jake mathews,jake mathews,,
18143,5,jake mathews - rush,,jake mathews,,english
4380,3,harry toddler - save travel,,riddim cd #45,09,english
10029,003,save travel (riddim cd #45),harry toddler,riddim cd #45,2009,
18534,3,save travel,harry toddler,riddim cd #45,2009,english
5173,8,"metamjorphosen, konzert fur violine und orchester nr. 2: v. scherzando",krzysztof penderecki,back to the future: selected 20th-century violin works,2000,english
5457,8,"metamorphosen, konzert fur violine und ochester nr. 2: v. scherzando - back to the future: selected 20th-century violin works",krzysztof penderecki,,'00,english
18785,8,"008-metamorphosen, konzert fur violine und orchester nr. 2: v. scherzando",krzysztof penderecki,back to the future: selected 20th-century violin works (2000),null,eng.
5211,019,stupid hoe (pink friday: roman reloaded: the re-up),nicki minaj,pink friday: roman reloaded: the re-up,2012,
5938,19,019-stupid hoe,nicki minaj,pink friday: roman reloaded: the re-up (2012),null,eng.
11571,19,stupid hoe,nicki miinaj,pink friday: roman reloaded: the re-up,2012,english
26,2,tony rice - urge for going,,night flyer,08,english
10565,2,002-urge for going,tony rice,night flyer (2008),null,eng.
13323,002,urge for going (night flyer),,night flyer,2008,
14014,2,urge for going,tonyrice,night flyer,2008,english
907,15,white pagoda - adventures,,chair evolution (not design),10,english
2734,15,recycled adventures - chair evolution (not design),white pagoda,,'10,english
4929,15,recycled adventures,white pagoda,chair evolution (not design),2010,english
5733,15,015-recyclde adventures,white pagoda,chair evolution (not design) (2010),null,eng.
7394,1,pa ti y pa mi,wagner pa & brazuca matraca,el imparable transeunte,2003,[multiple languages]
17084,001,pa ti y pa mi (el imparable transeunte),wagner pa & rbazuca matraca,el imparable transeunte,2003,
19072,1,wagner & pa brazuca matraca - pa ti y pa mi,,el imparable traseunte,03,[multiple languages]
5555,009,your own fault (gory gory halleluja!),s.m.e.s.,gory gory halleluja!,2006,
13991,9,s.m.e.s. - your own fault,,gory gory halleluja!,06,english
6673,d11,the lost chord - songs of joy,john hanson,,,english
13309,d11,the lost chord (songs of joy),john hanson,songs of jo,,
14120,d11,the lost chord,john hanson,songs of joy,,english
18920,d11,john hanson - the lost chord,,songs of joy,,english
2879,4,tommy tutone - bernadiah,,tommy tutone 2,unk.,engnlish
10964,4,004-bernadiah,tommy tutone,null,null,eng.
11891,4,tommy - tommy tutone 2,tommy tutone,,'81,english
9913,5,"johann sebastian bach - concerto pour piano et orchestre no. 5 en fa mineur, bwv 1056: ii. largo",,"concertos pour piano et orchestre no. 4, 5 et 7",,french
14977,005,"concerto pour piano et orchestre no. 5 en fa mineur, bwv 1056: ii. largo (concertos pour piano et orchestre no. 4, 5 et 7)",johann sebastian bach,"concertos pour piano et orchestre no. 4, 5 et 7",,
18544,5,"concerto pour piano et orchestre no. 5 en fa mineur, bwv 1056: ii. largo",johann sebastian bach,"concertos pour piano et orchestre no. 4, 5 et 7",,french
4045,6,006-all or nothing,the subways,all or nothing (2008),null,eng.
13354,6,the subways - all or nothing,,all or nothing,08,english
17604,6,all or nothing,subways,all or nothing,'08,english
198,1,astronomy domine - the piper at the gates of dawn,pink floyd,,'87,english
5118,001,astronomy domine (the piper at the gates of dawn),pink floyd,the piper atthe gates of dawn,1987,
6416,1,astronomy domine,pink floyd,the piper at the gates of dawn,1987,english
8051,1,pink floyd - astronomy domine,,the piper at the gates of dawn,87,english
13209,1,001-astronomy domine,pink floyd,the piper at the gates of dawn (1987),null,eng.
9958,9,placebo - redeiobuzahurawazu,,purashibo,06,japanese
13499,9,redeiobuzahurawazu - purashibo,placebo,,'06,japanese
6654,010,"cry for a year - my love is lika a red, red rose (the whole shebang!)",electrics,the wholeshebang!,,
14209,10,"the electrics - cry for a year - my love is lika a red, red rose",,the whole shebang!,,null
2756,2,up!,new animal,up!,'11,english
6440,2,002-up!,new animal,up! (2011),null,eng.
734,1,call me,eliane elias,dreamer,2005,english
3633,1,eliane elias - call me,,dreamer,05,english
12038,001,call me (dreamer),eliane elias,dreamer,2005,
7838,013,takin' up the pussy (skit) (we bout the pussay),1108 thugz,we bout the pussay,,
13619,13,1108 thugz - takin' up the pussy (skit),,we botu the pussay,,english
6772,12,012-my to vidime,4d,krystal (2013),null,slo.
15403,12,my to vidime,4d,krystal,2013,slovak
17611,012,my to vidime (krystal),4d,krystal,2013,
4102,1,cherie - i'm ready,,cherie,04,english
4483,1,i'm ready - cherei,cherie,,'04,english
16367,001,i'm ready (cherie),cherie,cherie,2993,
12235,5,intercession - home once again: live in detroit,twinkie clark,,,english
14205,005,intercession once again: live in detroit),twinkie clark,home once again: live in detroit,,
15366,5,twinkie clark - intercession,,home once again: live in detroit,,neglish
1688,12,kerri,tommy & rumble,gold,,
3436,012,kerri strug phone sex line (gold),tommy & rumble,gold,,
13861,5,restos de tus dias - bajo fuego,zona 84,,,spanish
16915,5,005-restos de tus dias,zona 84,bajo fuego (unknown),null,spa.
17465,5,restos de tus dias,zona 84,bajo fuego,,spanish
1367,38,haunted graffridgerator kkg kgb,r. stevie moore & ariel pink,ku klux glam,2012,english
3618,28,r. stevie moore & ariel pink - haunted graffridgerator kkg kgb,,ku klux glam,12,english
8661,38,038-haunte dgraffridgerator kkg kgb,r. stevie moore & ariel pink,ku klux glam (2012),null,eng.
19325,038,haunted graffridgerator kkg kgb (ku klux glam),r. stevie moore & ariel pink,ku klux glam,2012,
6850,056,"tiny toon adventures; unknown (best of nintendo music, volume 1)",jin teng hao zhi,"best of nintendo music, volume 1",,
11898,56,tiny - jin teng hao zhi  toon adventures; unknown,,"best of nintendo music, volume 1",,e nglish
3014,036,additional,jon chappell,"guitar for dummies, 2nd edition",2006,
6199,36,jon chappell - additional pull-offs,,"guitar for dummies, 2nd edition",06,english
7359,13,013-fa sho,"8ball, slim thug & lil' keke",rap-a-lot_records_25th_anniversary_(2012),null,eng.
17675,13,fa sho,"8ball, slim thug & lil' keke",rap-a-lot records 25th anniversary,2012,english
6755,46,stab (narrationn),daniel c. holter & chris weerts,gearbox,,englilsh
10436,46,046-stab (narration),daniel c. holter & chris weerts,gearbox (unknown),null,eng.
10949,046,stab (narration) (gearbox),daniel c. holter & chris weerts,gearbox,,
11476,6,006-get back to your feet,bakken,death of a hero (unknown),null,unknowzn
17575,6,get back to your feet - death of a hero,bakken,,,
2574,10,i miss you baby,taj mahal,the very best of taj mahal,1998,english
5405,010,i miss you baby (the very best of taj mahal),taj mahal,the very besst of taj mahal,1998,
11906,10,010-i miss you baby,taj mahal,the very best of taj mahal (1998),null,eng.
9403,4,house of the rising sun (instrumental),the seldom scene,"1993-02-28: arts center, carrboro, nc, usa",,english
