cluster,id,number,title,artist,album,year,language
922,1734,15,as if we neversaid goodbye - sunset boulevard ( 1995 toronto cast ),andrew lloyd webber,,' 96,english
922,7117,15,015 - as if we never said goodbye,andrew lloyd webber,sunset boulevard ( 1995 toronto cast ) ( 1996 ),null,eng .
6376,6571,6,bobby brown - fetenhits : the real classics,frank zappa,,' 95,english
6376,12252,6,bobby brown,frank zappa,fetenhits : the real classics,1995,english
6376,13902,6,frank zappa - bobby brown,,fetenhits : the real classics,95,english
6376,15388,006,bobby brown ( fetenhits : the real classics ),frank zappa,fetenhits : the real classics,1995,
5097,1890,6,the showdown - it drinks from me,,temptation come my way,07,english
5097,9826,006,it drinks from me ( temptation come my way ),showdown,temptation come mmy way,200 7,
5025,852,006,"wir haben uns gerade noch gefehlt ( oh , ein reh !)",grossstadtgefluster,"oh , ein reh !",2013,
5025,1922,6,006 - wir haben uns gerade noch gefehlt,grossstadtgefluster,"oh , ein reh ! ( 2013 )",null,ger .
5025,9712,6,grossstadtgefluster - wir haben uns gerade noch gefehlt,,"oh , ein reh !",13,german
5025,11390,6,"wir haben uns gerade noch gefehlt - oh , ein reh !",grossstadtgefluster,,' 13,german
5025,16358,6,wir haben uns gerade noch gefehlt,grossstadtgefluster,"oh , ei nerh !",2013,german
4297,8310,002,slim black boogie ( ai ),jacques higelin,ai,1985,
4297,17231,2,jacques higelin - slim black boogie,,ai,85,french
8662,4913,14,014 - suite andalucia : gitanerias,frank flynn emilio,tribute to ernesto lecuona ( 1997 ),null,pa .
8662,16839,suite andalucia : gitanerias - tribute to ernesto lecuona,14,frank emilio flynn,,' 97,spanish
9864,6231,9,song for the front row,ocean colour scene,anthology,2003,english
9864,8985,9,009 - song for the front row,ocean colour scene,anthology ( 2003 ),null,eng .
9864,19116,9,song for the front row - anthology,n . a .,,' 03,english
484,913,12,012 - es stieg ein engel vom olymp,costa cordalis,das groe deutsche schlager - archiv ( unknown ),null,ger .
484,1519,012,es stieg ein engel vom olymp ( das grosse deutsche schlager - archiv ),costa cordalis,das grosse deutsche schlager - archiv,,
484,13076,12,es stieg ein engel vom olymp - das grosse deutsche schlager - archiv,costa cordalis,,,german
484,15275,12,costa cordalis - es stieg ein engel vom olymp,,das grosse deutsche schlager - archiv,,german
484,15364,12,es stieg ein engel vom olymp,costa cordalis,das grosse deutsche schlager - archiv,,german
2443,4702,2,insidious,rene lavice feat . ivy mairi,insidious,' 13,english
2443,8814,2,002 - insidious,rene lavice feat . ivy mairi,insidious ( 2013 ),null,eng .
9914,10801,010,stems and thorns ( visions and dreams ),electrics,visions and dreams,1991,
9914,19217,10,stems and thorns,thee electrics,visions and dreams,1991,english
2311,4453,3,my victory - novyi ryvok,,we are back ! volume 6,12,english
2311,10707,3,003 -,my victory,we are back ! vol . vi ( 2012 ),null,eng .
2311,17620,3,novyi ryvok - we are back ! volume 6,my victory,,' 12,english
4631,8961,040,"amazing grace 5 ( sacred , choirs , hymns )",elfed hayes,"sacred , choirs , hymns",null,
4631,11902,40,elfed hayes - amazing grace 5,,"sacred , choirs , hymns",08,english
5802,11150,003,mary - christ ( goo ),sonic youth,goo,1996,
5802,13200,3,sonic youth - mary - christ,,goo,96,english
6720,393,12,"four songs , op . 13 no . 3 "" sure on this shining night "" - dover beach ( endellion string quartet feat . baritone : thomas allen ,",samuuel barber,,' 94,english
6720,3136,12,"012 - four songs , op . 13 no . 3 "" sure on this shining night """,samuel barber,"dover beach ( endellion string quartet feat . baritone : thomas allen , piano : roger vignoles ) ( 1994 )",null,eng .
6720,12928,12,"samuel barber - four songs , op . 13 no . 3 "" sure on this shining night """,,"dover beach ( endellion string quartet feat . baritone : thomas allen , piano : roger vignoles )",94,english
6720,13762,12,"four songs , op . 13 no . 3 "" sure on this shining night """,samuel barber,"dover beach ( endellion string quartet feat . baritone : thomas allen , piano : roger vignoles )",1994,english
1191,782,3,003 - tape speeds,beppu,output ( 2009 ),null,eng .
1191,2282,2,tape speeds - output,beppu,,' 09,english
1191,8906,null,beppu - tape speeds,,output,09,english
1191,12432,3,tape speeds,beppu,odutput,2009,english
1191,18018,003,tape speeds ( output ),beppu,output,2009,
7505,3062,1,baby one more time - absolute 90 ' s,britney spears,,' 08,[ multiple languages ]
7505,11357,1,001 - baby one more time,britney spears,absolute 90 ' s ( 2008 ),null,unknown
7505,11708,1,baby one more time,britney spears,absolute 90 ' s,2008,[ multiple languages ]
7505,14510,001,baby one more time ( absolute 90 ' s ),spears,absolute 90 ' s,2008,
7505,17432,1,britney spears - baby one more time,,absolute 90 ' s,08,[ multiple languages ]
7747,3955,29,steven john - night stalker,,new age atmospheres 2,,englihs
7747,4244,29,night stalker - new age atmospheres 2,stevenjohn,,,e .
7747,14984,029,night stalker ( new age atmospheres 2 ),steven john,new age atmospheres 2,,
1570,1033,013,adieu monsieur le professeur ( bes of ),hugues aufray,best of,1994,
1570,3016,13,adieu monsieur le professeur,hugues aufray,best of,1994,french
1570,8829,13,adieu monsieur le professeur - best of,hugues aufray,,' 94,french
1570,16443,13,hugues aufray - adieu monsieur le professeur,,best - of,94,french
3760,7229,23,tiny tim - sadie the seal,,god bless tiny tim,6,english
3760,8970,23,023 - sadie the seal,tiny tim,god bless tiny tim ( 2006 ),null,eng .
3760,10898,023,sadie the seal ( god bless tiny tim ),tinty tim,god bless tiny tim,2006,
3760,16551,23,sadie the seal - god bless tiny tim,tiny tim,,' 06,english
3760,17335,23,sadie the seal,tiny tim,god bless tiny tim,2006,english
7208,7510,014,sultan suleyman ( aysel ' in ),mabel matiz,aysel ' in,2013,
7208,13907,14,sultan suleyman,mabel matiz,aysel ' in,2013,turkish
7208,17681,14,mabel matiz - sultan suleyman,,aysel ' in,13,turkish
2158,4163,18,dinner - with - gershwin --- the - journey :- the - very - best - of - donna - summer,donna summer,,' 04,english
2158,10096,18,018 - dinner with gershwin,donna summer,the journey : the very best of donna summer ( 2004 ),null,eng .
9808,514,011,christmas eve ( these are special times ),celine dion,these are special times,19 98,
9808,19011,1625815,11,256640,celine dion,these are special times,1998
2399,4622,2,rock ' n ' roll man,tygers of pan tang,liveintheroar,,english
2399,15024,002,rock ' n ' roll man ( live in the roar ),tygers of pan tang,live in the roar,,
5187,639,9,"one more time , one more chance",smooth ace,other people ' ssongs,2004,japanese
5187,9996,9,"009 - one more time , one more chance",smooth ace,other people ' s songs ( 2004 ),null,jap .
5769,4059,1,subhuman,garbage,b - sides,,english
5769,5634,1,001 - subhuman,garbage,b - sides ( unknown ),null,eng .
5769,11080,1,subhuman --- b - sides,garbage,,,english
5769,13104,001,subhuman ( b - sides ),garbage,b - sides,,
2793,5364,5,005 - defragmentes,sidilarsen,reactivation numerique ( 2006 ),null,fre .
2793,19202,5,edfragmentes,sidilarsen,reactivation numerique,2006,french
8853,5710,5,salt - water ballads : i . port of many ships - silent noon,frederick keel,,' 04,english
8853,8033,005,salt - water ballads : i . port of many ships ( silent noon ),frederick keel,silent noon,2004,
8853,15081,5,005 - salt - water ballads : i . port of many ships,frederick keel,silent noon ( 2004 ),null,eng .
8853,17190,5,salt - water i . p ort of many ships,frederick keel,silent noon,2004,english
8853,18712,5,frederick keel - salt - water ballads : i . port of many ships,,silent noon,04,english
8481,7130,19,like flames,alannah myles,"platin , volume 10",2001,german
8481,10936,19,019 - like flames,alannah myles,"platin , vol . x ( 2001 )",null,ger .
8481,16467,19,"like flames - platin , volume 10",alannah myles,,' 01,germman
8481,17292,019,"like flames ( platin , volume 10 )",alannah myles,"platin , volume 10",2001,
5231,1753,12,"auf , schicke dich recht feierlich , wq 249 : recitativ "" wohin mein auge blickt "" ( tenor ) - edition bach carl philipp emanuel",carl philipp emanuel bach,,' 04,german
5231,4996,012,"auf , schicke dich recht feierlich , wq 249 : recitativ "" wohin mein auge blickt "" ( tenor ) ( edition bach carl philipp emanuel )",carl philipp emanuel bach,edition bach carl philipp emanuel,2004,
5231,10038,12,"auf , schicke dich recht feierlich , wq 249 : recitativ "" wohin mein auge blickt "" ( tenor )",carl philipp emanuel bach,edition bach carl philipp emanuel,2004,german
5231,10077,12,"carl _ philipp _ emanuel _ bach _-_ auf ,_ schicke _ dich _ recht _ feierlich ,_ wq _ 249 :_ recitativ _"" wohin _ mein _ auge _",,edition bach carl philipp emanuel,04,german
5231,18705,12,"012 - auf , schicke dich recht feierlich , wq 249 : recitativ "" wohin mein auge blickt "" ( tenor )",carl philipp emanuel bach,edition bach carl philipp emanuel ( 2004 ),null,ger .
9005,3231,10,010 -,,( 2004 ),null,jap .
9005,12357,10,qian he,mutsuku,zang raou,2004,japanese
9005,17475,10,qian he - zang raou,mutsuku,,' 04,japanese
5578,6612,5,lady coryell,larry coryell,lady coryell,1968,english
5578,10723,5,005 - lady coryell,larr ycoryell,lady coryell ( 1968 ),null,eng .
1171,2247,17,soldier boy,the shirelles,the heart of rock ' n ' roll : slow dancing classics,,english
1171,6872,17,soldier boy - the heart of rock ' n ' roll : slow dancing classics,shire lles,,,english
1171,14982,017,soldier boy ( the heart of rock ' n ' roll : slow dancing classics ),shirelles,the heart of rock ' n ' roll : slow dancing classics,,
1171,18915,17,the shirelles - soldier boy,,the heart of rock ' n ' roll : slow dancing classics,,english
1112,2105,12,lovesliescrushing - merr,,chorus,07,english
1112,6564,12,merr - chorus,lovesliescrushing,,' 07,english
1112,13622,12,merr,lovesliescrushing,cchorus,2007,english
1112,18568,12,012 _ merr,lovesliescrushing,chorus ( 2007 ),null,neg .
1142,2176,4,destroy all night - anchor and the noose [ ep ],pistols of dawn,,,english
1142,7958,4,004 - destroy all night,pistols of dawn,anchor the and noose [ ep ] ( unknown ),null,eng .
1142,15706,4,pistols of dawn - destroy all night,,anchor and the noose [ ep ],,english
1142,15978,4,destroy all night,pistols of dawn,anchor and the noose [ ep ],,english
1142,17563,004,destroy all night ( anchor and the noose [ ep ]),pistols of dawn,anchor and the noose [ ep ],,
473,896,004,"( just can ' t help ) my love ( teen town usa , volume 11 )",vic wilder,"teen town usa , volume 11",2006,
473,12939,4,vic wilder - ( just can ' t help ) my love,,"teen town usa , volume 11",06,english
9750,18228,009,benim olur musun ( yuregim rehin ),naside gokturk,yuregim rehin,2094,
9750,18903,9,benim olur musun,naside gokturk,yuregim rehin,1994,turkish
9953,3168,9,bedouin soundclash - a chance of rain,,light the horizon,10,english
9953,4870,9,a chance of rain - light the horizon,bedouin soundclash,,' 10,english
9953,4914,,a chance of rain ( light the horizon ),bedouin soundclash,light the horizon,2010,
9953,17141,9,a chance of rain,bedouin soundclash,light the horizon,2010,english
9953,19290,9,009 - a chance of rain,bedouin soundclash,light the horizon ( 2010 ),null,eng .
4841,9308,1,"fornicatus - rzorsunday , part i",,razorsunday,12,english
4841,9361,1,"razorsunday , part i",fornicatus,razorsunday,2012,english
4841,18289,001,"razorsunday , ( pt . 1 )",fronicatus,razorsunday,2012,
7260,14015,8,the secand element,sarah brightman,sarah brightman,2009,english
7260,17676,008,the secand element ( sarah brightman ),sarah brightman,sarah brightman,2009,
915,1721,2,002 - si me vas a dejar,pete anstudillo,como te extrano ( 1995 ),null,
915,5847,002,si me vas a dejar ( como te extrano ),pete astudillo,como te extrano,1995,
915,10562,2,si me vas a dejar - como te extrano,pete astudillo,,' 95,spanish
915,12049,2,si me vas a dejar,pete astudillo,como te extrano,1995,spanish
915,15339,2,pet eastudillo - si me vas a dejar,,como te extrano,95,spanish
6565,3023,006,zo gaat het leven aan je voor ( hillich fjoer | heilig vuur ),syb van der ploeg,hillich fjoer | heilig vuur,2008,
6565,3434,6,zo gaat het leven aan je voor,syb van der ploeg,hillich fjoer | heilig vuur,2008,"frisian , western"
6565,12619,6,zo gaat het leven aan je voor - hillich fjoer | heilig vuur,syb van der ploeg,,' 08,"frisian , western"
6565,12853,6,006 - zo gaat het leven aan je voor,syb van der ploeg,hillich fjoer | heilig vuur ( 2008 ),null,fri .
6565,13224,6,syb van der ploeg - zo gaat het leven aan je voor,,hillich fjoer | heilig vuur,08,"frisian , western"
8745,8008,1,001 - we ' re going up to the mountain,red rain,transition ( 2004 ),null,eng .
8745,17003,1,we ' re going up to the mountain - transition,red rain,,' 04,english
5615,3384,11,pafklik la - la povo,,fek al esperanto,09,esperanto
5615,10784,11,la povo,la pafklik,fek al esperanto,2009,esperanto
5615,12034,011,la povo ( fek al esperanto ),la pafklik,fek al esperanto,2009,
8109,7955,3,"scene1 : he , he ! ihrnicker ( alberich ) dasrheingold ( feat . conductor : wilhelmfurtwangler )",richard wagner,,,english
8109,10850,3,"003 - scene 1 : he , he ! ihr nicker ( alberich )",richard wagner,das rheingoold ( feat . conductor : wilhelm furtwangler ) ( unknown ),null,eng .
8109,15713,3,"richard wagner - scene 1 : he , he ! ihr nicker ( alberich )",,das rheingol d ( feat . conductor : wilhelm furtwangler ),,nglish
4124,3399,1,001 - apres une lecture du dante : fantasia quasi sonata,lise - de - la - salle,liszt ( 2011 ),null,unknown
4124,3790,2,apres une lecture du dante : fantasia quasi sonata - liszt,lise de la salle,,' 11,
4124,7956,001,apres une lecture du dante : fantasia quasi sonata ( liszt ),lise de la salle,liszt,2011,
4124,12590,1,lise de la salle - apres une lecture du dante : fantasia quasi sonata,,liszt,11,null
8158,8147,7,007 - a king ' s procession,trevorm orris,the tudors : season 4 ( 2010 ),null,eng .
8158,15811,7,a king ' s procession - the tudors : season 4,trevor morris,,' 10,english
2050,3958,3,"partita 1 in b - flat major , bwv 825 : ii . allemande",johann sebastian bach,6 partitas ( harpsichord : scott ross ) ( 19999 ),null,eng .
2050,8225,2,"partita 1 in b - flat major , bwv 825 : ii . allemande",johann sebastian bach,6 partitas ( harpsichord : scott ross ),1999,english
2050,11115,2,"johann sebastian bach - partita 1 in b - flat major , bwv 825 : ii . allemande",,6 partitas ( harpsichord : scott ross ),99,english
2050,15592,002,"partita 1 in b - flat major , bwv 825 : ii . allemande ( 6 partitas ( harpsichord : scott ross ))",johann sebastian bach,6 paartitas ( harpsichord : scott ross ),1999,
9477,11459,005,higher power ( ure diamond gold ),sadies,pure diamond gold,1999,
9477,16787,5,higher power,the sadies,pure diamond gold,1999,english
9477,18376,5,005 - higher power,th esadies,pure diamond gold ( 1999 ),null,eng .
7971,1940,3,003 - take notes,j . r . writer,history in the making ( 2006 ),null,eng .
7971,15436,3,take notes - history in the making,j . r . writer,,' 06,english
448,843,2,the night chicago died,yo la tengo,yo la tengo is murdering the classics,2006,english
448,4287,002,the night chicago died ( yo la tengo is murdering the classics ),yo la tengo,yo la tengo is murdering the classics,2006,
3867,7444,5,005 - gangster tripping,fatbo slim,go ( 1999 ),null,eng .
